,tweet,label,pred
170,"There'a lot of information about #Covid_19 around, not all helpful.  As well as the usual official channels, two people with useful things to say are: 1. @hildabast on vaccine developments, & 2. @rupert_pearse on the hospital situation  I think both are worth checking in on.",2,1
171,Pfizer says early data shows COVID-19 vaccine is effective https://t.co/9OQ6XRp2cc,1,1
172,"A light at the end of the tunnel? Care home residents and staff first in line for Pfizer vaccine... #coronavirus #Covid_19 

https://t.co/dFZoMqAQV8",2,1
173,Why Oxford's Covid-19 vaccine could do more for the world than other shots https://t.co/ErPEfYQvq7 https://t.co/G2Ka7GI8Zu,1,1
174,Trump lied again. He acted like it would be in a few weeks but everyone knows he's a fascist liar. I'll take a vaccine after a year after it comes out. I don't trust it. https://t.co/1BfpSEvIy8,0,0
175,"Brazil suspends trials of China's Sinovac coronavirus vaccine, citing 'serious adverse event' https://t.co/hE2nEC8fpj",1,0
176,"Health Secretary Francisco Duque III on getting COVID-19 vaccine first to boost confidence : Yes [I will do it]. Definitely. I will take it as long as it has undergone scientific evaluation of the DOST's Vaccine Experts Panel, the Ethics Board Review and the FDA @gmanews",2,2
177,And another one: “AstraZeneca says COVID-19 vaccine could arrive in January of next year”  https://t.co/bItjKeE35n,2,1
178,We don’t need a vaccine when we have IMMUNE SYSTEMS... No thanks https://t.co/yE7ZLrsjRN https://t.co/V1X2wjP1AO,0,0
179,"@CarlsbadDodger @JaniceDean No, I don't trust him.  His policies (COVID and non-COVID) are destroying our state, and he has overstepped beyond his powers.  His treatment of Jewish community is despicable.  I just do not believe ANY vaccine for a strain of coronavirus can be trusted.",0,0
180,"@mmjblair @Bee42681881 @spectator I do not believe it.  There is no vaccine against a coronavirus simply because of two main factors:
1/ A good immunity that can fight off the virus for an extended time not 7 weeks hit or miss
2/ The virus must not mutate that renders any vaccine useless.  This keeps mutating",0,0
181,"Stockmarkets flying on vaccine news
https://t.co/PS6bzz5nK0

#stocks #shares #forex #COVID19",1,1
182,"@NigelKellow I won’t have the vaccine. I don’t think it’s safe. We”ve never been told recovery rates, we”re given no data to compare COVID-19 statistics to, and I trust my immune system far more than I trust the Government.",0,0
183,Good news about prospects of effective #COVID19 vaccine arriving.  But there are formidable distributional challenges ahead. World has never undertaken vaccination on such a large scale. Countries should use the time now to get ready. https://t.co/JTa1UZIqvX,2,2
184,"Stocks surge to all-time highs amid COVID-19 vaccine hopes, Joe Biden victory https://t.co/pvhLXA0OE9",1,1
185,Do not take this vaccine they don't  know  if it's  going to slow or stop the virus or how  it's  going  to react  in your  body!  Just keep  wearing  your mask  for now. I'm  a retired  health care professional. Beware!! https://t.co/7DquX6dvXF,0,0
186,vaccine comes out right after election is over what the fuck did i say https://t.co/VW1oAy8LL0,1,0
187,"@ChryslerReal Laugh if you want,   I bet Covid  doesn't want any part of Mr.Richards. I  wouldn't be surprised if some of his blood is in the vaccine 🤣💉🎸🤣",1,0
188,"@MattHancock @UniofOxford @AstraZeneca @MirrorPolitics Can you 100% guarantee that there are no side effects from these rushed faux vaccines? And if not, how many deaths will you accept responsibility for?",0,0
189,I make a point to not check my work phone/email when I am not working...but I’m praying I’m get a Covid vaccine email so I’m making an exception.,2,1
190,And there is a 100% chance I'm not taking a rushed vaccine that's for a virus that has a 99%+ survival rate. https://t.co/ojr1bODWCN,0,1
191,If this vaccine really gonna work then London and Brighton pride best be fucking back next year. Need to get my gay on 😂🏳️‍🌈 https://t.co/y0F63oRzPD,2,2
192,WORLD WAR AGAINST COVID-19  The sum of over $8 billion has been committed by world leaders for the covid-19 vaccine fight. The money is to assist in creating covid-19 vaccine and sponsor research into the....  https://t.co/V38syvp4Yf #mondaythoughts  https://t.co/K5JrSRsNfi,2,1
193,"Trump’s Operation Warp Speed promised a flood of covid vaccines. Instead, states are expecting a trickle. https://t.co/FJ2FrbCYcM",1,1
194,"Canada made $1 billion upfront payments to Pfizer, GSK, J&amp;J and others for Cov-19 vaccine to get early access and hedge her bet. What did your govt do? Yet you want early access and equitable distribution? Is opening border to Dangote alone a definition of fairness and equity? https://t.co/tqPFAChrv2",1,1
195,"the freedom to choose. Some people CANT get vaccinated.  It's our duty as the HUMAN RACE to protect those most vulnerable.  The MMR vaccine, the flu vaccine, the covid vaccine... It should ALL be mandatory.",2,0
196,"The very fact this  Covid-19 vaccine has taken 10 months to make rather than 10-15 years fills me with alarm not joy! There is good reason it takes so long to produce SAFE vaccines, to study the long term effects! This can’t possibly be known in 10 months.. No vaccine for me! https://t.co/FEpNk9UVkb",0,2
197,"Answered Prayer #coronavirus 

The first coronavirus vaccine can prevent more than 90% of people from getting Covid-19, a preliminary analysis shows

The developers - Pfizer and BioNTech - described it as a ""great day for science and humanity"". https://t.co/Dc7byt63Pw",2,2
198,Which COVID-19 vaccine could reach developing countries first? https://t.co/1kXmFfxd9Y,1,1
199,"@notimetobehere Any vaccine cleared by the WHO is good with me. We've been in lockdown and wearing masks to limit the Covid-19 death toll until a safe vaccine is available. I don't understand why, when there's progress, people suddenly distrust the science.",2,0
200,Actually a really cool thing is if you rearrange the letters of Pfizer it spells Monat!,1,2
201,"great news! but it's not going to be available for widespread administration for several months likely so keep wearing masks, social distancing, and avoiding gatherings. we also are going to have to deal with the anti-vaxxers who won't even consider taking this vaccine :/ https://t.co/JRjxda0H8P",2,0
202,FDA approves Pfizer vaccine just now.  It’s been a good day for decisions. #SCOTUS #FDA,2,2
203,Please don't avoid the vaccine due to contempt for the government. It's safety testing will be as vigorous as any other vaccine and independent of what the UK or any other gov wants 1/2 https://t.co/bWpabhkcEf,2,0
204,A 90-year-old UK woman becomes the first in the world to receive a COVID-19 vaccine outside of trial  https://t.co/5tkBmudI82,1,1
205,@realDonaldTrump There's no vaccine yet. It's big commercial hoax. Covid-19 has muted and it's a lie to wave any successfull testings . It will take months to get the right pattern,0,0
206,Wow hopefully good news! #BioNTech #Pfizer Pfizer and BioNTech announce trial data showing COVID-19 vaccine is more than 90% effective  https://t.co/dBjWI60J8h,2,2
207,"We need this so much right now. Hopefully with the election behind us, we can all focus on working together to stop the virus.  - Inside the Operation Warp Speed effort to get Americans a COVID-19 vaccine https://t.co/C5r2s47Yv4",2,2
208,Say no to vaccines https://t.co/YpMnR4GQxz,0,1
209,Imagine being a scientist busting ur ass to make the covid vaccine using cutting edge technology only to have people who are willing to eat hotdogs and do c*caine off a toilet insult your expertise and potentially fuck up herd immunity because “idk whats in that and its rushed”,2,0
210,Wantai's nasal spray COVID-19 vaccine to begin mid-stage trial in China https://t.co/FJg0hGZHuP,1,1
211,"#Nazi #vaccine policies which #NurembergTrials showed were evil, are now being embedded into liberal #HumanRights laws!!!!! 

Keep clapping for the #NHS @jeremycorbyn. 

#COVID19 #Lockdown #vaccine #Fascism

#r4today https://t.co/F4mL1efan0",0,0
212,Such good news #coronavirusvaccine                   https://t.co/ahvxs307Fe,2,2
213,"Employers could require workers to get COVID-19 vaccine  Office workers are not healthcare workers.  The employer would be responsible for any risk the vaccine causes its employees. Either physically, mentally or emotionally.  Not a good idea.    https://t.co/oc3c7qloLe",0,0
214,Wao! Great news... coronavirus vaccine is 90% effective...,2,2
215,Yup no thank you!!! How about a vaccine for cancer?? Amazing how we can find a bullshit vaccine for coronavirus that will cause cancer later in life.. fuck you,0,0
216,"Great point.
We are learning a lot about the long-term effects of naturally acquired COVID. They're not good. 
We'll have enough evidence from tens of thousands in trials to be able to say that a vaccine is a much safer bet. https://t.co/PQAQ94yTeG",2,2
217,"If you are an antivaxxer, I hate you personally.

Covid-19 is a fine example of why we need vaccines. We don’t have one for it, and look at how many people are sick, dying and dead.

Antivaxxers are a public health threat and a menace.",2,0
218,"@AliRak8710 @bfalcone35 @AlexBerenson @moderna_tx @pfizer If they were still Team Apocalypse after May/June, I hate to break it to you, but they are never coming back.  I don't think any amount data can break through that level of programming.",1,0
219,"NEW THIS MORNING: Early data from Pfizer trial shows COVID-19 vaccine candidate is 90% effective, company says. https://t.co/aRfwjAPPdk",1,1
220,The global competition to find a Covid-19 vaccine. Who are they?  https://t.co/CCsPhzljfC,1,1
221,"@danly_man @LIJ90447647 @Klartale @michi_shinohara @maddow First-Bells Palsy is temporary w/many vaccines and those 4 out of thousands in the study have recovered. Second, immunity from a virus is temporary, if the avg healthy person got Covid now, immunity would most likely wear off when they are eligible for their vaccine the spring",2,0
222,"VA is offering clinical trials to test vaccines and treatments for COVID-19. Anyone over the age of 18 can volunteer: Veterans, family members and friends. Sign up online at https://t.co/4lNTydY4YZ. 

VIDEO: https://t.co/W2EL1dpphC https://t.co/bDvNWijPaO",1,1
223,What a good day today has been. Breakthrough with a covid vaccine and now this! Happy fucking days!!! https://t.co/3wp9OqFKmH,2,2
224,LSHTM has long been a world leader in researching and fighting infectious disease and today is a top 5 global source of info for #COVID19 and thinking on vaccine confidence,1,2
225,💜💜💜 ⁦@DollyParton⁩ on helping to fund the coronavirus vaccine: I just wanted 'to do good’ https://t.co/TRZbfjYvz1,2,2
226,"Just curious....

If a COVID vaccine was available today, would you get a shot?
(answers are totally anonymous)
#COVID19 
#vaccines",1,1
227,"@stephencomedy Absolutely disgusting🤬 You spread so much fun, laughter & goodness in this world @stephencomedy 😍 The only thing the world needs right now is trillions more positive people like you ...(& a corona vaccine🙈!) That man needs to take a long hard look at himself! Keep smiling😁❤",2,2
228,"When COVID-19 vaccines are ready for distribution, our global network will use its decades of experience, cold chain capabilities and sensor-based logistics to deliver these critical shipments safely and quickly. More: https://t.co/uXPREZBQlq #TeamFedEx https://t.co/kcBbEVixAP",1,2
229,"@CNN Not me #vacccine #IWillWait 
Express is dangerous.
In 2022 commercials will be like...

Did you or a loved suffer from the Express COVID vaccine from 2020. If so get in line, bring ☕️ and 🍩 it will be a while 🤦🏾‍♀️
#COVID19 https://t.co/oMn4xfwYbV",0,0
230,@joel_mossong @DrZoeHyde UQ-CSL Covid-19 vaccine. I’m an Australian with the luxury of time due to Covid Zero (almost).,2,1
231,"@MrStache9 I'm not opposed to the vaccine for covid19, or any vaccine made by a free nation and properly tested then released. Every credible scientist will tell you a safe vaccine takes years to develop. I am very opposed to a rushed half baked corrupt liberal vaccine made by communist.",0,0
